Index,TextRank ROUGE-2,TextRank ROUGE-3,LSA ROUGE-2,LSA ROUGE-3,Relevance ROUGE-2,Relevance ROUGE-3
0,0.30426954037190107,0.27592731843317625,0.3024376445359787,0.2751313110025062,0.31622510867414877,0.2674342939935277
1,0.43624540304258774,0.32048002922582053,0.5740119400284868,0.4443448943069269,0.44235613101636184,0.3329016336783826
2,0.36613769889856995,0.2862698747991689,0.36724439872881526,0.28393996958184214,0.36724439872881526,0.28393996958184214
3,0.3163144393817701,0.2640269929125218,0.29293746257419007,0.24650143854699655,0.3223943613691038,0.26231238765417136
4,0.27298700015856475,0.21410720317524176,0.2582410894515774,0.20391686318454577,0.26379045586899347,0.210250779802987
5,0.23686030250214138,0.1845404846183973,0.3090157215747628,0.23184302914029095,0.2502511903715173,0.18804216616608901
6,0.33790929597703034,0.2817221037472388,0.36181147534455477,0.29887369430972316,0.3639935347183163,0.3028084585198888
7,0.23669323132175343,0.1970618199799566,0.25567916070398433,0.21325558739396575,0.22590493321973315,0.19273964757297277
8,0.588683859236683,0.48123117417052275,0.588683859236683,0.48123117417052275,0.588683859236683,0.48123117417052275
9,0.26536383015091564,0.2119633784722324,0.26536383015091564,0.2119633784722324,0.30157915326963136,0.25605447445333884
10,0.29108389162176224,0.26071060549651437,0.2755506977659432,0.22767517948262753,0.28000144331012866,0.24653203287351622
11,0.4007521520851117,0.3073182119690338,0.2738534795982209,0.19884716247148534,0.3169157930274994,0.24328095490063423
12,0.3026045284047444,0.2648663065427305,0.3266110749347603,0.2929599838792046,0.30746926808664926,0.27682318825286084
13,0.33056890503260805,0.28504697855986044,0.3350758515518051,0.28781696886506414,0.33102069438186377,0.279306245556051
14,0.5241068911097458,0.4145001307992994,0.5206473988328592,0.4172699717268764,0.5099426459674986,0.39626124685584707
15,0.287936029360536,0.24293876010506052,0.2806231347474201,0.2388396182265664,0.27060953596396403,0.22139468718079322
16,0.20901265709492073,0.17181175724639533,0.20901265709492073,0.17181175724639533,0.20376672928000245,0.1547961052638688
17,0.28078629285557444,0.2544865715427516,0.28078629285557444,0.2544865715427516,0.28078629285557444,0.2544865715427516
18,0.25227705142099394,0.2211488095846567,0.2715483607476335,0.23885122895301045,0.23884467677329735,0.2079350669856085
19,0.34581580518646743,0.3214615679576887,0.2919872887672956,0.24140000702587408,0.2961380122829141,0.276439976628117
20,0.30359747099855866,0.26282413188315024,0.3310733394137934,0.26691261387741577,0.2741036134775958,0.2264396020944984
21,0.38752288330754425,0.36650610769937464,0.3560327083427755,0.23978284070810948,0.3720296531575206,0.32065678497119293
22,0.19574702001583943,0.1613260348781659,0.23138374597645195,0.1882630444543792,0.22337684417439224,0.18136279044413098
23,0.34031100651920715,0.30013136841219756,0.34031100651920715,0.30013136841219756,0.34031100651920715,0.30013136841219756
24,0.4013995186232192,0.30144912878074004,0.41482361858210853,0.3356816432716923,0.3759772188963674,0.308076839131871
25,0.36499122443475907,0.2725212378347787,0.3022313021809733,0.22236486158624252,0.33100162624506524,0.24201882122412366
26,0.26461242397908646,0.2354030959134012,0.3019276454306944,0.25402343511176556,0.26103874844682645,0.23432942146599817
27,0.301977268147515,0.26159952992617297,0.33029396988492615,0.2819110825653823,0.3108254467351766,0.2677740977877258
28,0.4703717477074737,0.37072227789247497,0.4914389395259918,0.3927688295275181,0.4703717477074737,0.37072227789247497
29,0.28003535576821376,0.2502006408906785,0.324969076725829,0.2556735923561214,0.22985108865421347,0.20672253512865105
30,0.42076280447727443,0.30463208839799366,0.3438751430820125,0.23750775181848788,0.4713501465904791,0.37298069768897496
31,0.2859447728429323,0.2474656541216451,0.2921118587649366,0.27685430047417015,0.29670334019279004,0.25812494703772054
32,0.37003290326564175,0.2627837019131963,0.3064284209282422,0.20201901231745026,0.2770097082975614,0.19107290136821292
33,0.2610284575571858,0.22631120601298016,0.2463097562060238,0.20791531727279433,0.26212941256397,0.21967758285934827
34,0.3511432919681226,0.3090522224479605,0.3653714241510973,0.3155198900925465,0.32162150838432496,0.2834688423550409
35,0.4375701830552513,0.35867614824467525,0.3906002797664333,0.29913237201016196,0.3906002797664333,0.29913237201016196
36,0.39744103202298214,0.3314416460836231,0.4099332980990679,0.34390897500064976,0.40213853633543956,0.33980873312779086
37,0.3192575908870349,0.2443101450542829,0.3739678627264217,0.26422818466537024,0.3127111483151075,0.2306954320514198
38,0.2964444814858735,0.2676594050315174,0.27889010796112473,0.2664310676763665,0.2965830014102657,0.28266462739456033
39,0.3139159635628274,0.2633993900978363,0.3283387908857455,0.26416988893189636,0.3139159635628274,0.2633993900978363
40,0.25961326556005593,0.22749697861010673,0.23483310990324488,0.20412653922233626,0.2565269059912587,0.2281368122995884
41,0.27159314878825797,0.2317721666552772,0.23330044752161286,0.19347511637563347,0.2512834276131525,0.20333070625727084
42,0.3081165294178099,0.2796510373563826,0.2949277709133871,0.26823869281956364,0.32315753809990944,0.29460838722574245
43,0.35175511260705283,0.291409436325102,0.364106178255598,0.30856113109104916,0.34204075174439325,0.2863965646864082
44,0.29171147795330854,0.2661167893356486,0.33291871009934443,0.2896075108811613,0.31197696884884846,0.2879521010415376
45,0.30384389318592464,0.27490310605430235,0.29598529073537044,0.2624354961605351,0.2910419766909838,0.2602543688702317
46,0.22436934670240047,0.18782596528138595,0.2902641290863389,0.22697450376250136,0.24823319340865588,0.21972485065018654
47,0.2802706103889562,0.217061062695034,0.3483807241306951,0.2755667074398608,0.2699623514136668,0.2037490297251829
48,0.31839121898245715,0.2833680469216062,0.34238418505083723,0.29136122196833913,0.34238418505083723,0.29136122196833913
49,0.29182181501143295,0.20627248190116254,0.4007396350815386,0.267351218494165,0.2618215575395747,0.20017383307685724
50,0.3208185255870519,0.2853409596835027,0.343333499289403,0.29097692052917906,0.3246248769978228,0.280485645790887
51,0.26990514748381944,0.2449066531866938,0.27562775925677163,0.23978520175724266,0.24990630630301577,0.2207895777145875
52,0.20402824079402224,0.16711107712767923,0.20722577669247255,0.17641431506984373,0.2039715290272444,0.16437063535844698
53,0.4335150239356917,0.33554497345718115,0.35548798033365164,0.2871788323298647,0.3245267589682999,0.263116896191732
54,0.21264746762433362,0.18517943714633595,0.21317974338656107,0.18228232702317618,0.2153172533074728,0.1853881800711193
55,0.2495265132754509,0.18288672761489755,0.2601899950230105,0.2105480474654155,0.27079729787060935,0.21125696720265535
56,0.3208185255870519,0.2853409596835027,0.36007705735274836,0.3151352475086229,0.3246248769978228,0.280485645790887
57,0.2630850554219905,0.21958247868112596,0.26608131773840743,0.21915187692354193,0.25875643283419203,0.21542759132588243
58,0.3404751511078685,0.289533323568444,0.318481863283921,0.2351843609790215,0.3450354144893175,0.273485803582084
59,0.26675873180549337,0.2368522891289825,0.25177525409784907,0.1992690637675598,0.27611837423137453,0.25427262825664887
60,0.2992266967774081,0.2663951198941826,0.25564598190050714,0.21002922007310756,0.2783612364813851,0.23296717855043667
61,0.3773307095034718,0.27333745811027593,0.3602115931962862,0.24744900866258018,0.37923577455774815,0.2795806555425182
62,0.23514669789925197,0.18522617232409128,0.33449370994723515,0.2626667703182362,0.21873679977068114,0.17295813739093424
63,0.21248070223089738,0.1677081137782033,0.19221047065039656,0.1475543717415824,0.19793528303094474,0.1544438881570277
64,0.23266488389469844,0.19829842921215646,0.23266488389469844,0.19829842921215646,0.23266488389469844,0.19829842921215646
65,0.3743930590585687,0.3206925584708642,0.3743930590585687,0.3206925584708642,0.35990809123374323,0.3006075719026572
66,0.33782529351832696,0.2897747485319646,0.3734411815662215,0.3202703545031047,0.3734411815662215,0.3202703545031047
67,0.39475631222786395,0.2986454278740567,0.40020217337656805,0.305082704746809,0.38790491030114155,0.2908543695499708
68,0.3002608066955936,0.26464019203141986,0.30173943663980146,0.24807760110421562,0.3282460051118389,0.3018857424980243
69,0.3505669744487736,0.29048036653565573,0.33865069293701344,0.2887728214580292,0.3505669744487736,0.29048036653565573
70,0.3236866739429446,0.2848796053170987,0.3693698803734974,0.3238843295099039,0.280210190236936,0.2505411085456933
71,0.26481466532069603,0.2147502841723977,0.2643109893670297,0.21630473257361255,0.25149532758853055,0.19921557301767925
72,0.23735507727439917,0.17411998975289006,0.2473275461374379,0.17988782320287752,0.23735507727439917,0.17411998975289006
73,0.36141359171930315,0.2820423323484915,0.34568166212867674,0.31350644385449766,0.34568166212867674,0.31350644385449766
74,0.3536551297751229,0.3007707400752827,0.372352704678759,0.31494885712641507,0.355781492600703,0.2993945153180309
75,0.34503153497091515,0.30244009740458627,0.3311758133602735,0.2519073989016739,0.29939247542604785,0.2649175480434795
